-4.644325488423584829e+03,-8.648578221898376796e+03
2.935573801442046715e+01,3.330796939498036124e+01
1.005701478313926600e+03,8.027533459654750914e+02
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
1.005701478313926600e+03,8.027533459654750914e+02
2.935573801442046715e+01,3.330796939498036124e+01
2.745730541063048236e+01,3.147570164314537067e+01
2.745730541063048236e+01,3.147570164314537067e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.285719271372541073e+01,2.191318754285164516e+01
2.285719271372541073e+01,2.191318754285164516e+01
2.285719271372541073e+01,2.191318754285164516e+01
2.440973161132640712e+01,2.277881440912486255e+01
2.440973161132640712e+01,2.277881440912486255e+01
3.955987319406087011e+01,3.888301652970886835e+01
2.440973161132640712e+01,2.277881440912486255e+01
2.440973161132640712e+01,2.277881440912486255e+01
2.440973161132640712e+01,2.277881440912486255e+01
2.944277386881563530e+01,3.348861590204239747e+01
2.440973161132640712e+01,2.277881440912486255e+01
2.935573801442046715e+01,3.330796939498036124e+01
1.002842104336164994e+03,8.281381082132884330e+02
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.745730541063048236e+01,3.147570164314537067e+01
2.935573801442046715e+01,3.330796939498036124e+01
2.935573801442046715e+01,3.330796939498036124e+01
1.005701478313926600e+03,8.027533459654750914e+02
2.935573801442046715e+01,3.330796939498036124e+01
2.745730541063048236e+01,3.147570164314537067e+01
2.745730541063048236e+01,3.147570164314537067e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.734036985216144444e+01,3.138221024758705369e+01
2.285719271372541073e+01,2.191318754285164516e+01
1.008921010097693397e+03,8.309024188943421905e+02
2.285719271372541073e+01,2.191318754285164516e+01
2.285719271372541073e+01,2.191318754285164516e+01
2.285719271372541073e+01,2.191318754285164516e+01
2.440973161132640712e+01,2.277881440912486255e+01
