2.574254877927130110e+03,-5.743463663444268832e+02
2.425078170823886694e+02,2.304771241619260991e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.695370972711763784e+02,2.796097562761863628e+03
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.395673206745719881e+02,1.381396317760282955e+01
2.395673206745719881e+02,1.381396317760282955e+01
2.395673206745719881e+02,1.381396317760282955e+01
2.723619338570697437e+02,2.793561854549382133e+03
2.427156172898816635e+02,2.287638226061659452e+01
2.427156172898816635e+02,2.287638226061659452e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.670183296265876720e+02,2.793571917278905403e+03
2.425078170823886694e+02,2.304771241619260991e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.425078170823886694e+02,2.304771241619260991e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.397283698063229451e+02,1.229627425403204199e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.393171511919669570e+02,1.218673120070850757e+01
2.395673206745719881e+02,1.381396317760282955e+01
2.395673206745719881e+02,1.381396317760282955e+01
