-2.839206163607182589e+03,-1.141951961012640822e+04
-2.839206163607182589e+03,-1.141951961012640822e+04
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
2.383995706543333597e+02,2.408003407158271045e+02
